SalesID;SalesPersonID;CustomerID;ProductID;Quantity;Price;Amount
82;22;8264;369;873;63.5;55435
83;3;18700;187;187;133.34;24934
84;17;10482;500;500;101.24;50620
85;5;1964;306;810;1120.49;907596
86;8;12300;123;123;177.6;21844
87;1;4182;437;437;24.99;10920
88;14;15723;246;750;1364.5;1023375
89;14;6000;60;60;152.4;9144
90;22;19241;390;390;1003.91;391524
91;10;10723;196;700;418.4;292880
92;13;1300;13;13;64.8;842
93;5;12941;327;327;594.83;194509
94;19;4723;136;640;548.4;350976
95;7;15964;446;950;80.99;76940
96;10;6541;263;263;1457.99;383451
97;2;18182;73;577;472.8;272805
98;16;9964;386;890;53.99;48051
99;16;241;200;200;843.2;168640
100;7;11782;9;513;0;0
101;22;3664;323;827;85.565;70762
102;2;15300;153;140;0;0
103;7;7182;467;467;742.35;346677
104;21;18723;276;780;3399.99;2651992
105;21;9000;90;90;0;0
106;12;782;403;403;333.42;134368
107;4;12423;213;717;34.99;25087
108;7;3000;30;30;418.8;12564
109;18;14241;340;340;594.83;202242
110;9;6023;149;653;564;368292
111;1;17664;463;967;742.35;717852
112;4;8241;280;280;3374.99;944997
113;15;19482;86;590;0;0
114;6;11264;399;903;121.46;109678
115;10;1941;217;217;8.99;1950
116;1;13482;26;530;0;0
117;12;4964;336;840;348.76;292958
118;15;15300;153;153;0;0
119;7;7182;467;467;742.35;346677
120;15;664;293;797;1079.99;860752
121;15;10700;107;107;85.6;9159
122;6;2482;420;420;39.14;16438
123;20;14023;229;733;337.22;247182
124;1;4700;47;47;441.6;20755
125;12;15941;357;357;74.99;26771
126;3;7723;166;670;389.6;261032
127;17;19264;479;983;1700.99;1672073
128;21;9941;297;297;2443.35;725674
129;9;1423;103;607;169.6;102947
130;1;12964;416;920;27.12;24950
131;3;3541;233;233;337.22;78572
132;18;15182;43;547;72.8;39821
133;6;6664;353;857;44.99;38556
134;9;17000;170;170;196.4;33388
135;1;8782;483;483;742.35;358555
136;15;664;293;797;1079.99;860752
137;15;10700;107;107;85.6;9159
138;6;2482;420;420;39.14;16438
139;20;14023;229;733;337.22;247182
140;1;4700;47;47;441.6;20755
141;12;15941;357;357;74.99;26771
142;3;7723;166;670;389.6;261032
143;17;19264;479;983;1700.99;1672073
144;21;9941;297;297;2443.35;725674
145;9;1423;103;607;169.6;102947
146;1;12964;416;920;27.12;24950
147;3;3541;233;233;337.22;78572
148;18;15182;43;547;72.8;39821
149;6;6664;353;857;44.99;38556
150;9;17000;170;170;196.4;33388
151;17;10482;500;500;101.24;50620
152;5;1964;306;810;1120.49;907596
153;8;12300;123;123;177.6;21844
154;1;4182;437;437;24.99;10920
155;14;15723;246;750;1364.5;1023375
156;14;6000;60;60;152.4;9144
157;5;17541;373;373;69.99;26106
158;20;14023;229;733;337.22;247182
159;1;4700;47;47;441.6;20755
160;12;15941;357;357;74.99;26771
161;3;7723;166;670;389.6;261032
162;14;18964;476;980;1214.85;1190553
163;17;9541;293;293;1079.99;316437
164;9;1423;103;607;169.6;102947
165;1;12964;416;920;27.12;24950
166;1;3241;230;230;337.22;77560
167;14;14782;39;543;144;78192
168;6;6664;353;857;44.99;38556
169;9;17000;170;170;196.4;33388
170;20;8482;480;480;1700.99;816475
171;11;264;289;793;2294.99;1819927
172;15;10700;107;107;85.6;9159
173;6;2482;420;420;39.14;16438
174;17;13723;226;730;1431.5;1044995
175;20;4300;43;43;72.8;3130
176;12;15941;357;357;74.99;26771
177;20;9423;183;687;306;210222
178;1;1;1;179;1.6;286
179;11;11241;310;310;34.2;10602
180;2;3023;119;623;88;54824
181;17;14664;433;937;24.99;23415
182;20;5241;250;250;1349.6;337400
183;8;16482;56;560;75.4;42224
184;22;8264;369;873;63.5;55435
185;3;18700;187;187;133.34;24934
186;17;10482;500;500;101.24;50620
187;5;1964;306;810;1120.49;907596
188;8;12300;123;123;177.6;21844
189;1;4182;437;437;24.99;10920
190;14;15723;246;750;1364.5;1023375
191;14;6000;60;60;152.4;9144
192;5;17541;373;373;69.99;26106
193;20;9423;183;687;306;210222
194;1;1;1;195;1.6;312
195;11;11241;310;310;34.2;10602
196;2;3023;119;623;88;54824
197;17;14664;433;937;24.99;23415
198;20;5241;250;250;1349.6;337400
199;8;16482;56;560;75.4;42224
200;22;8264;369;873;63.5;55435
201;3;18700;187;187;133.34;24934
202;17;10482;500;500;101.24;50620
203;22;3664;323;827;85.565;70762
204;2;14000;140;140;829.8;116172
205;13;5482;450;450;91.49;41170
206;4;17023;259;763;1457.99;1112446
207;8;7700;77;77;636.8;49033
208;22;19241;390;390;1003.91;391524
209;10;10723;196;700;418.4;292880
210;13;1300;13;13;64.8;842
211;18;14241;340;340;594.83;202242
212;9;6023;149;653;564;368292
213;1;17664;463;967;742.35;717852
214;4;8241;280;280;3374.99;944997
215;15;19482;86;590;0;0
216;6;11264;399;903;121.46;109678
217;10;1941;217;217;8.99;1950
218;1;13482;26;530;0;0
219;12;4964;336;840;348.76;292958
220;15;15300;153;153;0;0
221;7;7182;467;467;742.35;346677
222;21;18723;276;780;3399.99;2651992
223;21;9000;90;90;0;0
224;12;782;403;403;333.42;134368
225;4;12423;213;717;34.99;25087
226;7;3000;30;30;418.8;12564
227;18;14241;340;340;594.83;202242
228;9;6023;149;653;564;368292
229;1;17664;463;967;742.35;717852
230;4;8241;280;280;3374.99;944997
231;15;19482;86;590;0;0
232;6;11264;399;903;121.46;109678
233;10;1941;217;217;8.99;1950
234;1;13482;26;530;0;0
235;12;4964;336;840;348.76;292958
236;15;15300;153;153;0;0
237;7;7182;467;467;742.35;346677
238;21;18723;276;780;3399.99;2651992
239;21;9000;90;90;0;0
240;12;782;403;403;333.42;134368
241;4;12423;213;717;34.99;25087
242;7;3000;30;30;418.8;12564
243;18;14241;340;340;594.83;202242
244;9;6023;149;653;564;368292
245;1;17664;463;967;742.35;717852
246;4;8241;280;280;3374.99;944997
247;15;19482;86;590;0;0
248;6;11264;399;903;121.46;109678
249;10;1941;217;217;8.99;1950
250;18;15182;43;547;72.8;39821
251;6;6664;353;857;44.99;38556
252;9;17000;170;170;196.4;33388
253;1;8782;483;483;742.35;358555
254;5;1964;306;810;1120.49;907596
255;8;12300;123;123;177.6;21844
256;1;4182;437;437;24.99;10920
257;14;15723;246;750;1364.5;1023375
258;14;6000;60;60;152.4;9144
259;22;19241;390;390;1003.91;391524
260;10;10723;196;700;418.4;292880
261;13;1300;13;13;64.8;842
262;5;12941;327;327;594.83;194509
263;19;4723;136;640;548.4;350976
264;1;17664;463;967;742.35;717852
265;4;8241;280;280;3374.99;944997
266;15;19482;86;590;0;0
267;6;11264;399;903;121.46;109678
268;10;1941;217;217;8.99;1950
269;1;13482;26;530;0;0
270;12;4964;336;840;348.76;292958
271;15;15300;153;153;0;0
272;7;7182;467;467;742.35;346677
273;11;264;289;793;2294.99;1819927
274;15;10700;107;107;85.6;9159
275;6;2482;420;420;39.14;16438
276;17;13723;226;730;1431.5;1044995
277;20;4300;43;43;72.8;3130
278;12;15941;357;357;74.99;26771
279;3;7723;166;670;389.6;261032
280;14;18964;476;980;1214.85;1190553
281;17;9541;293;293;1079.99;316437
282;9;1423;103;607;169.6;102947
283;1;12964;416;920;27.12;24950
284;1;3241;230;230;337.22;77560
285;14;14782;39;543;144;78192
286;6;6664;353;857;44.99;38556
287;9;17000;170;170;196.4;33388
288;20;8482;480;480;1700.99;816475
289;11;264;289;793;2294.99;1819927
290;15;10700;107;107;85.6;9159
291;6;2482;420;420;39.14;16438
292;17;13723;226;730;1431.5;1044995
293;20;4300;43;43;72.8;3130
294;12;15941;357;357;74.99;26771
295;3;7723;166;670;389.6;261032
296;14;18964;476;980;1214.85;1190553
297;17;9541;293;293;1079.99;316437
298;9;1423;103;607;169.6;102947
299;1;12964;416;920;27.12;24950
300;1;3241;230;230;337.22;77560
301;14;14782;39;543;144;78192
302;6;6664;353;857;44.99;38556
303;9;17000;170;170;196.4;33388
304;21;9941;297;297;2443.35;725674
305;9;1423;103;607;169.6;102947
306;1;12964;416;920;27.12;24950
307;3;3541;233;233;337.22;78572
308;14;14782;39;543;144;78192
309;13;9664;383;887;21.98;19496
310;16;241;200;200;843.2;168640
311;7;11782;9;513;0;0
312;22;3664;323;827;85.565;70762
313;2;14000;140;140;829.8;116172
314;13;5482;450;450;91.49;41170
315;4;17023;259;763;1457.99;1112446
316;8;7700;77;77;636.8;49033
317;22;19241;390;390;1003.91;391524
318;10;10723;196;700;418.4;292880
319;13;1300;13;13;64.8;842
320;5;12941;327;327;594.83;194509
321;19;4723;136;640;548.4;350976
322;7;15964;446;950;80.99;76940
323;10;6541;263;263;1457.99;383451
324;2;18182;73;577;472.8;272805
325;16;9964;386;890;53.99;48051
326;16;241;200;200;843.2;168640
327;7;11782;9;513;0;0
328;22;3664;323;827;85.565;70762
329;2;14000;140;140;829.8;116172
330;13;5482;450;450;91.49;41170
331;4;17023;259;763;1457.99;1112446
332;21;9000;90;90;0;0
333;12;782;403;403;333.42;134368
334;4;12423;213;717;34.99;25087
335;7;3000;30;30;418.8;12564
336;18;14241;340;340;594.83;202242
337;9;6023;149;653;564;368292
338;1;17664;463;967;742.35;717852
339;4;8241;280;280;3374.99;944997
340;15;19482;86;590;0;0
341;6;11264;399;903;121.46;109678
342;10;1941;217;217;8.99;1950
343;1;13482;26;530;0;0
344;12;4964;336;840;348.76;292958
345;15;15300;153;153;0;0
346;7;7182;467;467;742.35;346677
347;21;18723;276;780;3399.99;2651992
348;21;9000;90;90;0;0
349;12;782;403;403;333.42;134368
350;4;12423;213;717;34.99;25087
351;7;3000;30;30;418.8;12564
352;18;14241;340;340;594.83;202242
353;9;6023;149;653;564;368292
354;1;17664;463;967;742.35;717852
355;4;8241;280;280;3374.99;944997
356;15;19482;86;590;0;0
357;6;11264;399;903;121.46;109678
358;10;1941;217;217;8.99;1950
359;1;13482;26;530;0;0
360;12;4964;336;840;348.76;292958
361;15;15300;153;153;0;0
362;7;7182;467;467;742.35;346677
363;21;18723;276;780;3399.99;2651992
364;21;9000;90;90;0;0
365;12;782;403;403;333.42;134368
366;4;12423;213;717;34.99;25087
367;7;3000;30;30;418.8;12564
368;18;14241;340;340;594.83;202242
369;9;6023;149;653;564;368292
370;1;17664;463;967;742.35;717852
371;4;8241;280;280;3374.99;944997
372;15;19482;86;590;0;0
373;6;11264;399;903;121.46;109678
374;10;1941;217;217;8.99;1950
375;1;13482;26;530;0;0
376;12;4964;336;840;348.76;292958
377;15;15300;153;153;0;0
378;7;7182;467;467;742.35;346677
379;21;18723;276;780;3399.99;2651992
380;21;9000;90;90;0;0
381;12;782;403;403;333.42;134368
382;4;12423;213;717;34.99;25087
383;7;3000;30;30;418.8;12564
384;18;14241;340;340;594.83;202242
385;9;6023;149;653;564;368292
386;1;17664;463;967;742.35;717852
387;4;8241;280;280;3374.99;944997
388;15;19482;86;590;0;0
389;6;11264;399;903;121.46;109678
390;10;1941;217;217;8.99;1950
391;1;13482;26;530;0;0
392;12;4964;336;840;348.76;292958
393;15;15300;153;153;0;0
394;7;7182;467;467;742.35;346677
395;21;18723;276;780;3399.99;2651992
396;21;9000;90;90;0;0
397;12;782;403;403;333.42;134368
398;4;12423;213;717;34.99;25087
399;7;3000;30;30;418.8;12564
400;18;14241;340;340;594.83;202242
401;9;6023;149;653;564;368292
402;1;17664;463;967;742.35;717852
403;4;8241;280;280;3374.99;944997
404;15;19482;86;590;0;0
405;17;14664;433;937;24.99;23415
406;20;5241;250;250;1349.6;337400
407;8;16482;56;560;75.4;42224
408;22;8264;369;873;63.5;55435
409;3;18700;187;187;133.34;24934
410;17;10482;500;500;101.24;50620
411;5;1964;306;810;1120.49;907596
412;8;12300;123;123;177.6;21844
413;1;4182;437;437;24.99;10920
414;14;15723;246;750;1364.5;1023375
415;14;6000;60;60;152.4;9144
416;5;17541;373;373;69.99;26106
417;20;9423;183;687;306;210222
418;1;1;1;11;1.6;17
419;11;11241;310;310;34.2;10602
420;2;3023;119;623;88;54824
421;1;17664;463;967;742.35;717852
422;4;8241;280;280;3374.99;944997
423;9;1423;103;607;169.6;102947
424;1;12964;416;920;27.12;24950
425;1;3241;230;230;337.22;77560
426;14;14782;39;543;144;78192
427;6;6664;353;857;44.99;38556
428;9;17000;170;170;196.4;33388
429;20;8482;480;480;1700.99;816475
430;11;264;289;793;2294.99;1819927
431;15;10700;107;107;85.6;9159
432;6;2482;420;420;39.14;16438
433;17;13723;226;730;1431.5;1044995
434;20;4300;43;43;72.8;3130
435;12;15941;357;357;74.99;26771
436;20;9423;183;687;306;210222
437;1;1;1;11;1.6;17
438;11;11241;310;310;34.2;10602
439;2;3023;119;623;88;54824
440;17;14664;433;937;24.99;23415
441;20;5241;250;250;1349.6;337400
442;8;16482;56;560;75.4;42224
443;16;9964;386;890;53.99;48051
444;16;241;200;200;843.2;168640
445;7;11782;9;513;0;0
446;22;3664;323;827;85.565;70762
447;2;14000;140;140;829.8;116172
448;13;5482;450;450;91.49;41170
449;4;17023;259;763;1457.99;1112446
450;8;7700;77;77;636.8;49033
451;12;782;403;403;333.42;134368
452;4;12423;213;717;34.99;25087
453;7;3000;30;30;418.8;12564
454;18;14241;340;340;594.83;202242
455;9;6023;149;653;564;368292
456;1;17664;463;967;742.35;717852
457;4;8241;280;280;3374.99;944997
458;15;19482;86;590;0;0
459;6;11264;399;903;121.46;109678
460;10;1941;217;217;8.99;1950
461;1;13482;26;530;0;0
462;12;4964;336;840;348.76;292958
463;15;15300;153;153;0;0
464;7;7182;467;467;742.35;346677
465;21;18723;276;780;3399.99;2651992
466;21;9000;90;90;0;0
467;12;782;403;403;333.42;134368
468;4;12423;213;717;34.99;25087
469;7;3000;30;30;418.8;12564
470;18;14241;340;340;594.83;202242
471;9;6023;149;653;564;368292
472;1;17664;463;967;742.35;717852
473;4;8241;280;280;3374.99;944997
474;15;19482;86;590;0;0
475;6;11264;399;903;121.46;109678
476;10;1941;217;217;8.99;1950
477;1;13482;26;530;0;0
478;12;4964;336;840;348.76;292958
479;15;15300;153;153;0;0
480;7;7182;467;467;742.35;346677
481;21;18723;276;780;3399.99;2651992
482;21;9000;90;90;0;0
483;12;782;403;403;333.42;134368
484;4;12423;213;717;34.99;25087
485;7;3000;30;30;418.8;12564
486;18;14241;340;340;594.83;202242
487;9;6023;149;653;564;368292
488;1;17664;463;967;742.35;717852
489;4;8241;280;280;3374.99;944997
490;15;19482;86;590;0;0
491;6;11264;399;903;121.46;109678
492;10;1941;217;217;8.99;1950
493;1;13482;26;530;0;0
494;12;4964;336;840;348.76;292958
495;15;15300;153;153;0;0
496;1;1;1;11;1.6;17
497;13;1300;13;13;64.8;842
498;7;3000;30;30;418.8;12564
499;1;4700;47;47;441.6;20755
500;14;6000;60;60;152.4;9144
501;8;7700;77;77;636.8;49033
502;21;9000;90;90;0;0
503;15;10700;107;107;85.6;9159
504;8;12300;123;123;177.6;21844
505;2;14000;140;140;829.8;116172
506;15;15300;153;153;0;0
507;9;17000;170;170;196.4;33388
508;3;18700;187;187;133.34;24934
509;16;241;200;200;843.2;168640
510;10;1941;217;217;8.99;1950
511;10;6541;263;263;1457.99;383451
512;4;8241;280;280;3374.99;944997
513;21;9941;297;297;2443.35;725674
514;11;11241;310;310;34.2;10602
515;5;12941;327;327;594.83;194509
516;18;14241;340;340;594.83;202242
517;12;15941;357;357;74.99;26771
518;5;17541;373;373;69.99;26106
519;22;19241;390;390;1003.91;391524
520;12;782;403;403;333.42;134368
521;6;2482;420;420;39.14;16438
522;1;4182;437;437;24.99;10920
523;13;5482;450;450;91.49;41170
524;7;7182;467;467;742.35;346677
525;1;8782;483;483;742.35;358555
526;17;10482;500;500;101.24;50620
527;7;11782;9;513;0;0
528;1;13482;26;530;0;0
529;18;15182;43;547;72.8;39821
530;8;16482;56;560;75.4;42224
531;2;18182;73;577;472.8;272805
532;15;19482;86;590;0;0
533;9;1423;103;607;169.6;102947
534;2;3023;119;623;88;54824
535;19;4723;136;640;548.4;350976
536;9;6023;149;653;564;368292
537;3;7723;166;670;389.6;261032
538;20;9423;183;687;306;210222
539;10;10723;196;700;418.4;292880
540;4;12423;213;717;34.99;25087
541;20;14023;229;733;337.22;247182
542;14;15723;246;750;1364.5;1023375
543;4;17023;259;763;1457.99;1112446
544;21;18723;276;780;3399.99;2651992
545;15;664;293;797;1079.99;860752
546;5;1964;306;810;1120.49;907596
547;22;3664;323;827;85.565;70762
548;12;4964;336;840;348.76;292958
549;6;6664;353;857;44.99;38556
550;22;8264;369;873;63.5;55435
551;16;9964;386;890;53.99;48051
552;6;11264;399;903;121.46;109678
553;1;12964;416;920;27.12;24950
554;17;14664;433;937;24.99;23415
555;7;15964;446;950;80.99;76940
556;1;17664;463;967;742.35;717852
557;17;19264;479;983;1700.99;1672073
558;1;1;1;11;1.6;17
559;13;1300;13;13;64.8;842
560;7;3000;30;30;418.8;12564
561;1;4700;47;47;441.6;20755
562;14;6000;60;60;152.4;9144
563;8;7700;77;77;636.8;49033
564;21;9000;90;90;0;0
565;15;10700;107;107;85.6;9159
566;8;12300;123;123;177.6;21844
567;2;14000;140;140;829.8;116172
568;15;15300;153;153;0;0
569;9;17000;170;170;196.4;33388
570;3;18700;187;187;133.34;24934
571;16;241;200;200;843.2;168640
572;10;1941;217;217;8.99;1950
573;3;3541;233;233;337.22;78572
574;20;5241;250;250;1349.6;337400
575;10;6541;263;263;1457.99;383451
576;4;8241;280;280;3374.99;944997
577;21;9941;297;297;2443.35;725674
578;11;11241;310;310;34.2;10602
579;5;12941;327;327;594.83;194509
580;18;14241;340;340;594.83;202242
581;12;15941;357;357;74.99;26771
582;5;17541;373;373;69.99;26106
583;22;19241;390;390;1003.91;391524
584;12;782;403;403;333.42;134368
585;6;2482;420;420;39.14;16438
586;1;4182;437;437;24.99;10920
587;13;5482;450;450;91.49;41170
588;7;7182;467;467;742.35;346677
589;1;8782;483;483;742.35;358555
590;17;10482;500;500;101.24;50620
591;7;11782;9;513;0;0
592;1;13482;26;530;0;0
593;18;15182;43;547;72.8;39821
594;8;16482;56;560;75.4;42224
595;2;18182;73;577;472.8;272805
596;15;19482;86;590;0;0
597;9;1423;103;607;169.6;102947
598;2;3023;119;623;88;54824
599;19;4723;136;640;548.4;350976
600;9;6023;149;653;564;368292
601;3;7723;166;670;389.6;261032
602;20;9423;183;687;306;210222
603;10;10723;196;700;418.4;292880
604;4;12423;213;717;34.99;25087
605;20;14023;229;733;337.22;247182
606;14;15723;246;750;1364.5;1023375
607;4;17023;259;763;1457.99;1112446
608;21;18723;276;780;3399.99;2651992
609;15;664;293;797;1079.99;860752
610;5;1964;306;810;1120.49;907596
611;22;3664;323;827;85.565;70762
612;12;4964;336;840;348.76;292958
613;6;6664;353;857;44.99;38556
614;22;8264;369;873;63.5;55435
615;16;9964;386;890;53.99;48051
616;6;11264;399;903;121.46;109678
617;1;12964;416;920;27.12;24950
618;17;14664;433;937;24.99;23415
619;7;15964;446;950;80.99;76940
620;1;17664;463;967;742.35;717852
621;17;19264;479;983;1700.99;1672073
622;1;1;1;11;1.6;17
623;13;1300;13;13;64.8;842
624;7;3000;30;30;418.8;12564
625;1;4700;47;47;441.6;20755
626;14;6000;60;60;152.4;9144
627;8;7700;77;77;636.8;49033
628;21;9000;90;90;0;0
629;15;10700;107;107;85.6;9159
630;8;12300;123;123;177.6;21844
631;2;14000;140;140;829.8;116172
632;15;15300;153;153;0;0
633;9;17000;170;170;196.4;33388
634;3;18700;187;187;133.34;24934
635;16;241;200;200;843.2;168640
636;10;1941;217;217;8.99;1950
637;3;3541;233;233;337.22;78572
638;20;5241;250;250;1349.6;337400
639;10;6541;263;263;1457.99;383451
640;4;8241;280;280;3374.99;944997
641;21;9941;297;297;2443.35;725674
642;11;11241;310;310;34.2;10602
643;5;12941;327;327;594.83;194509
644;18;14241;340;340;594.83;202242
645;12;15941;357;357;74.99;26771
646;5;17541;373;373;69.99;26106
647;22;19241;390;390;1003.91;391524
648;12;782;403;403;333.42;134368
649;6;2482;420;420;39.14;16438
650;1;4182;437;437;24.99;10920
651;13;5482;450;450;91.49;41170
652;7;7182;467;467;742.35;346677
653;1;8782;483;483;742.35;358555
654;17;10482;500;500;101.24;50620
655;7;11782;9;513;0;0
656;1;13482;26;530;0;0
657;18;15182;43;547;72.8;39821
658;8;16482;56;560;75.4;42224
659;2;18182;73;577;472.8;272805
660;15;19482;86;590;0;0
661;9;1423;103;607;169.6;102947
662;2;3023;119;623;88;54824
663;19;4723;136;640;548.4;350976
664;9;6023;149;653;564;368292
665;3;7723;166;670;389.6;261032
666;20;9423;183;687;306;210222
667;10;10723;196;700;418.4;292880
668;4;12423;213;717;34.99;25087
669;20;14023;229;733;337.22;247182
670;14;15723;246;750;1364.5;1023375
671;4;17023;259;763;1457.99;1112446
672;21;18723;276;780;3399.99;2651992
673;15;664;293;797;1079.99;860752
674;5;1964;306;810;1120.49;907596
675;22;3664;323;827;85.565;70762
676;12;4964;336;840;348.76;292958
677;6;6664;353;857;44.99;38556
678;22;8264;369;873;63.5;55435
679;16;9964;386;890;53.99;48051
680;6;11264;399;903;121.46;109678
681;1;12964;416;920;27.12;24950
682;17;14664;433;937;24.99;23415
683;7;15964;446;950;80.99;76940
684;1;17664;463;967;742.35;717852
685;17;19264;479;983;1700.99;1672073
686;1;1;1;11;1.6;17
687;13;1300;13;13;64.8;842
688;7;3000;30;30;418.8;12564
689;1;4700;47;47;441.6;20755
690;14;6000;60;60;152.4;9144
691;8;7700;77;77;636.8;49033
692;21;9000;90;90;0;0
693;15;10700;107;107;85.6;9159
694;8;12300;123;123;177.6;21844
695;2;14000;140;140;829.8;116172
696;15;15300;153;153;0;0
697;9;17000;170;170;196.4;33388
698;3;18700;187;187;133.34;24934
699;16;241;200;200;843.2;168640
700;10;1941;217;217;8.99;1950
701;3;3541;233;233;337.22;78572
702;20;5241;250;250;1349.6;337400
703;10;6541;263;263;1457.99;383451
704;4;8241;280;280;3374.99;944997
705;21;9941;297;297;2443.35;725674
706;11;11241;310;310;34.2;10602
707;5;12941;327;327;594.83;194509
708;18;14241;340;340;594.83;202242
709;12;15941;357;357;74.99;26771
710;5;17541;373;373;69.99;26106
711;22;19241;390;390;1003.91;391524
712;12;782;403;403;333.42;134368
713;6;2482;420;420;39.14;16438
714;1;4182;437;437;24.99;10920
715;13;5482;450;450;91.49;41170
716;7;7182;467;467;742.35;346677
717;1;8782;483;483;742.35;358555
718;17;10482;500;500;101.24;50620
719;7;11782;9;513;0;0
720;1;13482;26;530;0;0
721;18;15182;43;547;72.8;39821
722;8;16482;56;560;75.4;42224
723;2;18182;73;577;472.8;272805
724;15;19482;86;590;0;0
725;9;1423;103;607;169.6;102947
726;2;3023;119;623;88;54824
727;19;4723;136;640;548.4;350976
728;9;6023;149;653;564;368292
729;3;7723;166;670;389.6;261032
730;20;9423;183;687;306;210222
731;10;10723;196;700;418.4;292880
732;4;12423;213;717;34.99;25087
733;20;14023;229;733;337.22;247182
734;14;15723;246;750;1364.5;1023375
735;4;17023;259;763;1457.99;1112446
736;21;18723;276;780;3399.99;2651992
737;15;664;293;797;1079.99;860752
738;5;1964;306;810;1120.49;907596
739;22;3664;323;827;85.565;70762
740;12;4964;336;840;348.76;292958
741;6;6664;353;857;44.99;38556
742;22;8264;369;873;63.5;55435
743;16;9964;386;890;53.99;48051
744;6;11264;399;903;121.46;109678
745;1;12964;416;920;27.12;24950
746;17;14664;433;937;24.99;23415
747;7;15964;446;950;80.99;76940
748;1;17664;463;967;742.35;717852
749;17;19264;479;983;1700.99;1672073
750;1;1;1;11;1.6;17
751;13;1300;13;13;64.8;842
752;7;3000;30;30;418.8;12564
753;1;4700;47;47;441.6;20755
754;14;6000;60;60;152.4;9144
755;8;7700;77;77;636.8;49033
756;21;9000;90;90;0;0
757;15;10700;107;107;85.6;9159
758;8;12300;123;123;177.6;21844
759;2;14000;140;140;829.8;116172
760;15;15300;153;153;0;0
761;9;17000;170;170;196.4;33388
762;3;18700;187;187;133.34;24934
763;16;241;200;200;843.2;168640
764;10;1941;217;217;8.99;1950
765;3;3541;233;233;337.22;78572
766;20;5241;250;250;1349.6;337400
767;10;6541;263;263;1457.99;383451
768;4;8241;280;280;3374.99;944997
769;21;9941;297;297;2443.35;725674
770;11;11241;310;310;34.2;10602
771;5;12941;327;327;594.83;194509
772;18;14241;340;340;594.83;202242
773;12;15941;357;357;74.99;26771
774;5;17541;373;373;69.99;26106
775;22;19241;390;390;1003.91;391524
776;12;782;403;403;333.42;134368
777;6;2482;420;420;39.14;16438
778;1;4182;437;437;24.99;10920
779;13;5482;450;450;91.49;41170
780;7;7182;467;467;742.35;346677
781;1;8782;483;483;742.35;358555
782;17;10482;500;500;101.24;50620
783;7;11782;9;513;0;0
784;1;13482;26;530;0;0
785;18;15182;43;547;72.8;39821
786;8;16482;56;560;75.4;42224
